"scientificName","nativeStatus","plantOrigin"
"Galium grayanum var. nanum","L48(N)","native"
"Galium hallii","L48(N)","native"
"Galium hardhamiae","L48(N)","native"
"Galium hilendiae","L48(N)","native"
"Galium hilendiae ssp. carneum","L48(N)","native"
"Galium hilendiae ssp. hilendiae","L48(N)","native"
"Galium hilendiae ssp. kingstonense","L48(N)","native"
"Galium hispidulum","L48(N)","native"
"Galium humifusum","L48(I)","alien"
"Galium hypotrichium","L48(N)","native"
"Galium hypotrichium ssp. ebbettsense","L48(N)","native"
"Galium hypotrichium ssp. hypotrichium","L48(N)","native"
"Galium hypotrichium ssp. inyoense","L48(N)","native"
"Galium hypotrichium ssp. nevadense","L48(N)","native"
"Galium hypotrichium ssp. subalpinum","L48(N)","native"
"Galium hypotrichium ssp. tomentellum","L48(N)","native"
"Galium jepsonii","L48(N)","native"
"Galium johnstonii","L48(N)","native"
"Galium kamtschaticum","L48(N)AK(N)CAN(N)","native"
"Galium labradoricum","L48(N)CAN(N)SPM(N)","native"
"Galium lanceolatum","L48(N)CAN(N)","native"
"Galium latifolium","L48(N)","native"
"Galium magnifolium","L48(N)","native"
"Galium matthewsii","L48(N)","native"
"Galium mexicanum","L48(N)CAN(N)","native"
"Galium mexicanum ssp. asperrimum","L48(N)","native"
"Galium mexicanum ssp. asperulum","L48(N)CAN(N)","native"
"Galium mexicanum ssp. flexicum","L48(N)","native"
"Galium mexicanum ssp. mexicanum","L48(N)","native"
"Galium microphyllum","L48(N)","native"
"Galium mollugo","L48(I)CAN(I)GL(I)SPM(I)","alien"
"Galium multiflorum","L48(N)CAN(N)","native"
"Galium munzii","L48(N)","native"
"Galium munzii ssp. ambivalens","L48(N)","native"
"Galium munzii ssp. munzii","L48(N)","native"
"Galium murale","L48(I)","alien"
"Galium muricatum","L48(N)","native"
"Galium nuttallii","L48(N)","native"
"Galium nuttallii ssp. insulare","L48(N)","native"
"Galium nuttallii ssp. nuttallii","L48(N)","native"
"Galium obtusum","L48(N)CAN(N)","native"
"Galium obtusum ssp. australe","L48(N)","native"
"Galium obtusum ssp. filifolium","L48(N)","native"
"Galium obtusum ssp. obtusum","L48(N)CAN(N)","native"
"Galium odoratum","L48(I)CAN(I)","alien"
"Galium oreganum","L48(N)","native"
"Galium orizabense","L48(N)","native"
"Galium orizabense ssp. laevicaule","L48(N)","native"
"Galium palustre","L48(N)CAN(N)SPM(N)","native"
"Galium parishii","L48(N)","native"
"Galium parisiense","L48(I)CAN(I)","alien"
"Galium pilosum","L48(N)CAN(N)","native"
"Galium pilosum var. pilosum","L48(N)CAN(N)","native"
"Galium pilosum var. puncticulosum","L48(N)","native"
"Galium porrigens","L48(N)","native"
"Galium porrigens var. porrigens","L48(N)","native"
"Galium porrigens var. tenue","L48(N)","native"
"Galium proliferum","L48(N)","native"
"Galium rubioides","L48(I)","alien"
"Galium saxatile","L48(I)CAN(I)SPM(I)","alien"
"Galium schultesii","L48(I)","alien"
"Galium serpenticum","L48(N)","native"
"Galium serpenticum ssp. dayense","L48(N)","native"
"Galium serpenticum ssp. malheurense","L48(N)","native"
"Galium serpenticum ssp. okanoganense","L48(N)","native"
"Galium serpenticum ssp. puberulum","L48(N)","native"
"Galium serpenticum ssp. scabridum","L48(N)","native"
"Galium serpenticum ssp. scotticum","L48(N)","native"
"Galium serpenticum ssp. serpenticum","L48(N)","native"
"Galium serpenticum ssp. warnerense","L48(N)","native"
"Galium serpenticum ssp. wenatchicum","L48(N)","native"
"Galium sparsiflorum","L48(N)","native"
"Galium sparsiflorum ssp. glabrius","L48(N)","native"
"Galium sparsiflorum ssp. sparsiflorum","L48(N)","native"
"Galium stellatum","L48(N)","native"
"Galium stellatum ssp. eremicum","L48(N)","native"
"Galium sylvaticum","L48(I)CAN(I)","alien"
"Galium texense","L48(N)","native"
"Galium tinctorium","L48(N)CAN(N)SPM(N)","native"
"Galium tricornutum","L48(I)CAN(I)","alien"
"Galium trifidum","L48(N)AK(N)CAN(N)GL(N)SPM(N)","native"
"Galium trifidum ssp. columbianum","L48(N)AK(N)CAN(N)","native"
"Galium trifidum ssp. halophilum","L48(N)CAN(N)SPM(N)","native"
"Galium trifidum ssp. subbiflorum","L48(N)AK(N)CAN(N)GL(N)","native"
"Galium trifidum ssp. trifidum","L48(N)AK(N)CAN(N)GL(N)SPM(N)","native"
"Galium triflorum","L48(N)AK(N)CAN(N)GL(I?)SPM(N)","native"
"Galium uliginosum","GL(I)",NA
"Galium uncinulatum","L48(N)","native"
"Galium uniflorum","L48(N)","native"
"Galium verrucosum","L48(I)","alien"
"Galium verum","L48(I)CAN(I)GL(I)","alien"
"Galium verum var. verum","L48(I)CAN(I)GL(I)","alien"
"Galium verum var. wirtgenii","L48(I)CAN(I)","alien"
"Galium virgatum","L48(N)","native"
"Galium watsonii","L48(N)","native"
"Galium wrightii","L48(N)","native"
"Galphimia","L48(I,N)","native"
"Galphimia angustifolia","L48(N)","native"
"Galphimia elegans",NA,NA
"Galphimia glauca",NA,"alien"
"Galphimia gracilis","L48(I)PR(I)VI(I)","alien"
"Gambelia","L48(N)","native"
"Gambelia speciosa","L48(N)","native"
"Gamochaeta","L48(I,N)CAN(N)","native"
"Gamochaeta americana","PR(N)",NA
"Gamochaeta argyrinea","L48(N)","native"
"Gamochaeta chionesthes","L48(N)","native"
"Gamochaeta coarctata","L48(I)","alien"
"Gamochaeta falcata","L48(N)","native"
"Gamochaeta pensylvanica","L48(N)HI(I?)","native"
"Gamochaeta purpurea","L48(N)HI(I)CAN(N)","native"
"Gamochaeta simplicicaulis","L48(I)","alien"
"Gamochaeta sphacilata","L48(I)","alien"
"Gamochaeta ustulata","L48(N)CAN(N)","native"
"Garberia","L48(N)","native"
"Garberia heterophylla","L48(N)","native"
"Garcia",NA,NA
"Garcia nutans",NA,NA
"Garcinia",NA,NA
"Garcinia dulcis","PR(I)",NA
"Garcinia hanburyi",NA,NA
"Garcinia hessii","PR(N)",NA
"Garcinia indica",NA,NA
"Garcinia kola",NA,NA
"Garcinia lateriflora",NA,NA
"Garcinia livingstonei",NA,NA
"Garcinia mangostana","L48(I)PR(I)","alien"
"Garcinia matudae","L48(N)","native"
"Garcinia multiflora",NA,NA
"Garcinia myrtifolia",NA,NA
"Garcinia portoricensis","PR(N)VI(N)",NA
"Garcinia rumiyo","L48(N)","native"
"Garcinia rumiyo var. calcicola","L48(N)","native"
"Garcinia rumiyo var. rumiyo","L48(N)","native"
"Garcinia xanthochymus",NA,NA
"Gardenia",NA,"alien"
"Gardenia brighamii","HI(N)",NA
"Gardenia jasminoides","L48(I)PR(I)","alien"
"Gardenia mannii","HI(N)",NA
"Gardenia remyi","HI(N)",NA
"Gardenia taitensis","HI(I)",NA
"Gardenia thunbergia",NA,NA
"Gardenia volkensii",NA,"alien"
"Garnotia",NA,NA
"Garnotia stricta","L48(N)HI(I)","native"
"Garrya","L48(N)","native"
"Garrya buxifolia","L48(N)","native"
"Garrya congdonii","L48(N)","native"
"Garrya elliptica","L48(N)","native"
"Garrya fadyenia","VI(I)",NA
"Garrya flavescens","L48(N)","native"
"Garrya fremontii","L48(N)","native"
"Garrya ovata","L48(N)","native"
"Garrya ovata ssp. goldmanii","L48(N)","native"
"Garrya ovata ssp. lindheimeri","L48(N)","native"
"Garrya veatchii","L48(N)","native"
"Garrya wrightii","L48(N)","native"
"Gastridium","L48(I)CAN(N)","alien"
"Gastridium phleoides","L48(I)HI(I)CAN(N)","alien"
"Gaudinia","L48(I)","alien"
"Gaudinia fragilis","L48(I)","alien"
"Gaultheria","L48(N)CAN(N)SPM(N)","native"
"Gaultheria hispidula","L48(N)CAN(N)SPM(N)","native"
"Gaultheria humifusa","L48(N)CAN(N)","native"
"Gaultheria miqueliana","AK(N)",NA
"Gaultheria ovatifolia","L48(N)CAN(N)","native"
"Gaultheria procumbens","L48(N)CAN(N)SPM(N)","native"
"Gaultheria shallon","L48(N)AK(N)CAN(N)","native"
"Gaura",NA,NA
"Gaura angustifolia","L48(N)","native"
"Gaura biennis","L48(N)CAN(N)","native"
"Gaura boquillensis","L48(N)","native"
"Gaura brachycarpa","L48(N)","native"
"Gaura calcicola","L48(N)","native"
"Gaura coccinea","L48(N)CAN(N)","native"
"Gaura demareei","L48(N)","native"
"Gaura drummondii","L48(N)","native"
"Gaura filipes","L48(N)","native"
"Gaura hexandra","L48(N)","native"
"Gaura hexandra ssp. gracilis","L48(N)","native"
"Gaura hexandra ssp. hexandra",NA,NA
"Gaura lindheimeri","L48(N)","native"
"Gaura longiflora","L48(N)CAN(N)","native"
"Gaura macrocarpa","L48(N)","native"
"Gaura mckelveyae","L48(N)","native"
"Gaura neomexicana","L48(N)","native"
"Gaura neomexicana ssp. coloradensis","L48(N)","native"
"Gaura neomexicana ssp. neomexicana","L48(N)","native"
"Gaura parviflora","L48(N)","native"
"Gaura sinuata","L48(N)","native"
"Gaura suffulta","L48(N)","native"
"Gaura suffulta ssp. nealleyi","L48(N)","native"
"Gaura suffulta ssp. suffulta","L48(N)","native"
"Gaura triangulata","L48(N)","native"
"Gaussia",NA,NA
"Gaussia attenuata","PR(N)",NA
"Gaylussacia","L48(N)CAN(N)SPM(N)","native"
"Gaylussacia baccata","L48(N)CAN(N)SPM(N)","native"
"Gaylussacia brachycera","L48(N)","native"
"Gaylussacia dumosa","L48(N)CAN(N)SPM(N)","native"
"Gaylussacia frondosa","L48(N)","native"
"Gaylussacia mosieri","L48(N)","native"
"Gaylussacia nana","L48(N)","native"
"Gaylussacia tomentosa","L48(N)","native"
"Gaylussacia ursina","L48(N)","native"
"Gayophytum","L48(N)CAN(N)","native"
"Gayophytum decipiens","L48(N)","native"
"Gayophytum diffusum","L48(N)CAN(N)","native"
"Gayophytum diffusum ssp. diffusum","L48(N)","native"
"Gayophytum diffusum ssp. parviflorum","L48(N)CAN(N)","native"
"Gayophytum eriospermum","L48(N)","native"
"Gayophytum heterozygum","L48(N)","native"
"Gayophytum humile","L48(N)CAN(N)","native"
"Gayophytum oligospermum","L48(N)","native"
"Gayophytum racemosum","L48(N)CAN(N)","native"
"Gayophytum ramosissimum","L48(N)CAN(N)","native"
"Gazania","L48(I)","alien"
"Gazania linearis","L48(I)","alien"
"Gazania rigens",NA,NA
"Geheebia","NA(N)","native"
"Geheebia gigantea","NA(N)","native"
"Gelsemium","L48(N)","native"
"Gelsemium rankinii","L48(N)","native"
"Gelsemium sempervirens","L48(N)","native"
"Geniostoma",NA,NA
"Geniostoma micranthum",NA,NA
"Geniostoma micranthum var. hoeferi",NA,NA
"Geniostoma micranthum var. micranthum",NA,NA
"Geniostoma rupestre",NA,NA
"Geniostoma rupestre var. glaberrimum","L48(N)","native"
"Genipa",NA,NA
"Genipa americana","PR(N)VI(N)",NA
"Genista","L48(I)CAN(I)","alien"
"Genista aetnensis","L48(I)","alien"
"Genista canariensis","L48(I)","alien"
"Genista linifolia","L48(I)","alien"
"Genista maderensis","L48(I)","alien"
"Genista monspessulana","L48(I)","alien"
"Genista stenopetala","L48(I)","alien"
"Genista tinctoria","L48(I)CAN(I)","alien"
"Genista tridentata",NA,NA
"Genistidium","L48(N)","native"
"Genistidium dumosum","L48(N)","native"
"Gentiana","L48(I,N)CAN(N)GL(N)","native"
"Gentiana X billingtonii","L48(N)CAN(N)","native"
"Gentiana X curtisii","L48(N)","native"
"Gentiana X grandilacustris","L48(N)","native"
"Gentiana X pallidocyanea","L48(N)CAN(N)","native"
"Gentiana acaulis",NA,NA
"Gentiana affinis","L48(N)CAN(N)","native"
"Gentiana alba","L48(N)CAN(N)","native"
"Gentiana algida","L48(N)AK(N)CAN(N)","native"
"Gentiana andrewsii","L48(N)CAN(N)","native"
"Gentiana andrewsii var. andrewsii","L48(N)CAN(N)","native"
"Gentiana andrewsii var. dakotica","L48(N)CAN(N)","native"
"Gentiana austromontana","L48(N)","native"
"Gentiana autumnalis","L48(N)","native"
"Gentiana calycosa","L48(N)CAN(N)","native"
"Gentiana catesbaei","L48(N)","native"
"Gentiana clausa","L48(N)CAN(N)","native"
"Gentiana cruciata","L48(I)","alien"
"Gentiana decora","L48(N)","native"
"Gentiana douglasiana","L48(N)AK(N)CAN(N)","native"
"Gentiana fremontii","L48(N)CAN(N)","native"
"Gentiana glauca","L48(N)AK(N)CAN(N)","native"
"Gentiana linearis","L48(N)CAN(N)","native"
"Gentiana lutea",NA,NA
"Gentiana newberryi","L48(N)","native"
"Gentiana newberryi var. newberryi","L48(N)","native"
"Gentiana newberryi var. tiogana","L48(N)","native"
"Gentiana nivalis","CAN(N)GL(N)NA(N)","native"
"Gentiana parryi","L48(N)","native"
"Gentiana pennelliana","L48(N)","native"
"Gentiana platypetala","AK(N)CAN(N)NA(N)","native"
"Gentiana plurisetosa","L48(N)","native"
"Gentiana prostrata","L48(N)AK(N)CAN(N)","native"
"Gentiana puberulenta","L48(N)CAN(N)","native"
"Gentiana rubricaulis","L48(N)CAN(N)","native"
"Gentiana saponaria","L48(N)","native"
"Gentiana saponaria var. latidens","L48(N)","native"
"Gentiana saponaria var. saponaria","L48(N)","native"
"Gentiana sceptrum","L48(N)CAN(N)","native"
"Gentiana septemfida","L48(I)","alien"
"Gentiana setigera","L48(N)","native"
"Gentiana verna",NA,NA
"Gentiana villosa","L48(N)","native"
"Gentianella","L48(N)CAN(N)GL(N)SPM(N)","native"
"Gentianella amarella","L48(N)AK(N)CAN(N)GL(N)SPM(N)","native"
"Gentianella amarella ssp. acuta","L48(N)AK(N)CAN(N)GL(N)SPM(N)","native"
"Gentianella amarella ssp. heterosepala","L48(N)","native"
"Gentianella aurea","GL(N)",NA
"Gentianella auriculata","AK(N)",NA
"Gentianella microcalyx","L48(N)","native"
"Gentianella propinqua","L48(N)AK(N)CAN(N)","native"
"Gentianella propinqua ssp. aleutica","AK(N)",NA
"Gentianella propinqua ssp. propinqua","L48(N)AK(N)CAN(N)","native"
"Gentianella quinquefolia","L48(N)CAN(N)","native"
"Gentianella quinquefolia ssp. occidentalis","L48(N)CAN(N)","native"
"Gentianella quinquefolia ssp. quinquefolia","L48(N)CAN(N)","native"
"Gentianella tenella","L48(N)AK(N)CAN(N)GL(N)","native"
"Gentianella tenella ssp. pribilofii","AK(N)",NA
"Gentianella tenella ssp. tenella","L48(N)AK(N)CAN(N)GL(N)","native"
"Gentianella tortuosa","L48(N)","native"
"Gentianella wislizeni","L48(N)","native"
"Gentianella wrightii","L48(N)","native"
"Gentianopsis","L48(N)CAN(N)GL(N)","native"
"Gentianopsis barbellata","L48(N)","native"
"Gentianopsis crinita","L48(N)CAN(N)","native"
"Gentianopsis detonsa","AK(N)CAN(N)GL(N)NA(N)","native"
"Gentianopsis detonsa ssp. detonsa","AK(N)CAN(N)GL(N)NA(N)","native"
"Gentianopsis detonsa ssp. nesophila","CAN(N)NA(N)","native"
"Gentianopsis detonsa ssp. raupii","CAN(N)NA(N)","native"
"Gentianopsis detonsa ssp. yukonensis","AK(N)CAN(N)NA(N)","native"
"Gentianopsis holopetala","L48(N)","native"
"Gentianopsis macounii","L48(N)CAN(N)","native"
"Gentianopsis macrantha","L48(N)","native"
"Gentianopsis simplex","L48(N)","native"
"Gentianopsis thermalis","L48(N)","native"
"Gentianopsis virgata","L48(N)CAN(N)","native"
"Gentianopsis virgata ssp. victorinii","CAN(N)NA(N)","native"
"Gentianopsis virgata ssp. virgata","L48(N)CAN(N)","native"
"Geocalyx","NA(N)","native"
"Geocalyx graveolens","NA(N)","native"
"Geocarpon","L48(N)","native"
"Geocarpon minimum","L48(N)","native"
"Geocaulon","L48(N)CAN(N)SPM(N)","native"
"Geocaulon lividum","L48(N)AK(N)CAN(N)SPM(N)","native"
"Geodorum",NA,NA
"Geodorum densiflorum",NA,NA
"Geoffroea",NA,NA
"Geoffroea decorticans",NA,NA
"Geophila",NA,NA
"Geophila repens","L48(N)PR(N)VI(N)","native"
"Geothallus","NA(N)","native"
"Geothallus tuberosus","NA(N)","native"
"Geraea","L48(N)","native"
"Geraea canescens","L48(N)","native"
"Geraea viscida","L48(N)","native"
"Geranium","L48(I,N)CAN(I,N)GL(I)SPM(N)","native"
"Geranium arboreum","HI(N)",NA
"Geranium atropurpureum","L48(N)","native"
"Geranium atropurpureum var. atropurpureum","L48(N)","native"
"Geranium atropurpureum var. cowenii","L48(N)","native"
"Geranium bicknellii","L48(N)AK(I)CAN(N)","native"
"Geranium caespitosum","L48(N)","native"
"Geranium caespitosum var. caespitosum","L48(N)","native"
"Geranium caespitosum var. eremophilum","L48(N)","native"
"Geranium caespitosum var. fremontii","L48(N)","native"
"Geranium caespitosum var. parryi","L48(N)","native"
"Geranium californicum","L48(N)","native"
"Geranium carolinianum","L48(N)CAN(N)","native"
"Geranium carolinianum var. carolinianum","L48(N)CAN(N)","native"
"Geranium carolinianum var. sphaerospermum","L48(N)CAN(N)","native"
"Geranium columbinum","L48(I)CAN(I)","alien"
"Geranium cuneatum","HI(N)",NA
"Geranium cuneatum var. cuneatum","HI(N)",NA
"Geranium cuneatum var. hololeucum","HI(N)",NA
"Geranium cuneatum var. hypoleucum","HI(N)",NA
"Geranium cuneatum var. tridens","HI(N)",NA
"Geranium dissectum","L48(I)HI(I)CAN(I)","alien"
"Geranium divaricatum","L48(I)","alien"
"Geranium erianthum","AK(N)CAN(N)NA(N)","native"
"Geranium hanaense","HI(N)",NA
"Geranium hillebrandii","HI(N)",NA
"Geranium homeanum","L48(I)HI(I)","alien"
"Geranium ibericum","L48(I)","alien"
"Geranium kauaiense","HI(N)",NA
"Geranium lentum","L48(N)","native"
"Geranium lucidum","L48(I)","alien"
"Geranium maculatum","L48(N)CAN(N)","native"
"Geranium maderense",NA,NA
"Geranium molle","L48(I)HI(I)CAN(I)","alien"
"Geranium multiflorum","HI(N)",NA
"Geranium nepalense",NA,NA
"Geranium oreganum","L48(N)CAN(N)","native"
"Geranium palmatum","L48(I)","alien"
"Geranium potentilloides","L48(I)","alien"
"Geranium pratense","L48(I)CAN(I)","alien"
"Geranium pusillum","L48(I)AK(I)HI(I)CAN(I)GL(I)","alien"
"Geranium pyrenaicum","L48(I)CAN(I)","alien"
"Geranium retrorsum","L48(I)HI(I)","alien"
"Geranium richardsonii","L48(N)CAN(N)","native"
"Geranium robertianum","L48(I,N)AK(I)CAN(N)SPM(N)","native"
"Geranium robertianum ssp. purpureum","L48(I)","alien"
"Geranium robertianum ssp. robertianum","L48(N)AK(I)CAN(N)SPM(N)","native"
"Geranium rotundifolium","L48(I)","alien"
"Geranium sanguineum","L48(I)AK(I)CAN(I)","alien"
"Geranium sibiricum","L48(I)","alien"
"Geranium solanderi","L48(I)","alien"
"Geranium sylvaticum","CAN(I)GL(I)NA(I)","alien"
"Geranium texanum","L48(N)","native"
"Geranium thunbergii","L48(I)","alien"
"Geranium traversii",NA,NA
"Geranium versicolor","L48(I)","alien"
"Geranium viscosissimum","L48(N)CAN(N)","native"
"Geranium viscosissimum var. incisum","L48(N)CAN(N)","native"
"Geranium viscosissimum var. viscosissimum","L48(N)CAN(N)","native"
"Geranium wislizeni","L48(N)","native"
"Geranium yeoi","L48(I)","alien"
"Gerbera","L48(I)","alien"
"Gerbera jamesonii","L48(I)","alien"
"Gesneria",NA,NA
"Gesneria citrina","PR(N)",NA
"Gesneria cuneifolia","PR(N)",NA
"Gesneria pauciflora","PR(N)",NA
"Gesneria pedunculosa","PR(N)",NA
"Gesneria reticulata","PR(N)",NA
"Gesneria viridiflora","PR(N)",NA
"Gesneria viridiflora ssp. sintenisii","PR(N)",NA
"Geum","L48(I,N)CAN(I,N)GL(N)SPM(N)","native"
"Geum X aurantiacum","L48(N)CAN(N)","native"
"Geum X catlingii","CAN(N)NA(N)","native"
"Geum X macneillii","CAN(N)NA(N)","native"
"Geum X macranthum","AK(N)CAN(N)NA(N)","native"
"Geum X pulchrum","L48(N)CAN(N)","native"
"Geum aleppicum","L48(N)AK(N)CAN(N)","native"
"Geum calthifolium","AK(N)CAN(N)NA(N)","native"
"Geum canadense","L48(N)CAN(N)","native"
"Geum canadense var. canadense","L48(N)CAN(N)","native"
"Geum canadense var. texanum","L48(N)","native"
"Geum geniculatum","L48(N)","native"
"Geum glaciale","AK(N)CAN(N)NA(N)","native"
"Geum laciniatum","L48(N)CAN(N)","native"
"Geum laciniatum var. laciniatum","L48(N)CAN(N)","native"
"Geum laciniatum var. trichocarpum","L48(N)CAN(N)","native"
"Geum macrophyllum","L48(N)AK(N)CAN(N)SPM(N)","native"
"Geum macrophyllum var. macrophyllum","L48(N)AK(N)CAN(N)SPM(N)","native"
"Geum macrophyllum var. perincisum","L48(N)AK(N)CAN(N)","native"
"Geum peckii","L48(N)CAN(N)","native"
"Geum pentapetalum","AK(N)",NA
"Geum radiatum","L48(N)","native"
"Geum rivale","L48(N)CAN(N)GL(N)SPM(N)","native"
"Geum rossii","L48(N)AK(N)CAN(N)GL(N)","native"
"Geum rossii var. depressum","L48(N)","native"
"Geum rossii var. rossii","L48(N)AK(N)CAN(N)GL(N)","native"
"Geum rossii var. turbinatum","L48(N)","native"
"Geum triflorum","L48(N)CAN(N)","native"
"Geum triflorum var. campanulatum","L48(N)","native"
"Geum triflorum var. canescens","L48(N)","native"
"Geum triflorum var. ciliatum","L48(N)CAN(N)","native"
"Geum triflorum var. triflorum","L48(N)CAN(N)","native"
"Geum urbanum","L48(I)CAN(I)","alien"
"Geum vernum","L48(N)CAN(N)","native"
"Geum virginianum","L48(N)CAN(N)","native"
"Gibasis","L48(I)","alien"
"Gibasis geniculata","PR(N)VI(N)",NA
"Gibasis pellucida","L48(I)","alien"
"Gigantochloa",NA,NA
"Gigantochloa apus",NA,NA
